My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help #nightmare,fear
I'm not afraid of clowns but I'm really hoping they don't make an appearance around my hometown.,fear
I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion,fear
@wittyneeraj What is Shehla Rashid &amp; Kaniyah Kumar saying about you ? and when they say truth indians threaten them. #FakeDemocracy,fear
Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,fear
Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless,fear
🙄 I just want to start all over again .,fear
"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed",fear
#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.,fear
#terrorstatepak #pakistan is a #terror state,fear
Omg I actually thought she was going to jump. #bully #SouthPark20 #southpark,fear
"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom",fear
"@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his arguments",fear
Today was horrible and it was only half a day,fear
Wah just woke up frm a fucking nightmare,fear
@Lrihendry I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks,fear
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings #shy,fear
#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake,fear
The moment you bring her to meet your best friend and you're nervous af! 😬😆  #thefriendtest,fear
"@ExaltedCaptain reality in the form of endless tragedies. She didn't know how to react at first, being too frightened to repeat another--",fear
"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !",fear
First College Math Test tomorrow #nervous,fear
"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse  #issues",fear
@carlybigelow13 first you take the room now you wanna beat me up #bully,fear
"Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢",fear
@hollywooddivas @TMZ_Sports Idiots like Larry Sanders scare us All!How can Morons these days Rush 2 Judge #Police w/o all facts yet?FU thugs,fear
r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,fear
@ParamjitGarewal way to go #London. Nice job electing a #muslim #jihadist for mayor. Good luck with your future #terror attacks #sadiqkhan,fear
"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully",fear
@C1TYofFL1NT This will haunt my dreams. @JoePrich,fear
"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",fear
At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,fear
An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,fear
"#ObamaLegacy - weekly #riots and #terror attacks, &gt;400k dead #Syrians, #Jews fleeing #persecution in Europe, #Christian #genocide in ME.....",fear
Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad #shocking,fear
So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking 😭😭😭😭😭,fear
And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldn't be fearing for your life,fear
@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy,fear
@wowairsupport it world be great if the live support was actually helpful #nightmare,fear
My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... ,fear
#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar,fear
@rockcock64 cum and despair,fear
"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends #nervous",fear
"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking",fear
@RoseTintMyWorId fucking hell mate absolute nightmare 😓,fear
Democracy doesn't work\n #mob #mentality #mass #hysteria  #mongering #oligarchy,fear
Tremor!!!\n #tremor,fear
im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem,fear
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? ",fear
@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him,fear
#Obama #DOJ have destroyed USA!These #CharlotteProtest are acts of #terrorism dating back to #Ferguson Terrorism is how it should be treated,fear
@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;),fear
I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror,fear
Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking,fear
"I'm okay, dont worry. I wish i'd been a better kid. I'm trying to slow down. I'm sorry for letting you down.",fear
this Mac update has me some kind of apprehensive.,fear
bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous,fear
"#ntfc mourinho is worried,  bringing Ibra  and Rushford on.  #panic",fear
Don't wanna really go out but I can't say no. Deffo have a fear of missing out,fear
horrid having a car n no liscence,fear
@ZachZaidman  shocking,fear
Andrew's hands start shaking and he says 'I hope I die.. like right now',fear
It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy 😡,fear
I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul ,fear
@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible,fear
@NRA @HillaryClinton  She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening,fear
"I'm used to bears, I'm used to coyotes, I love the idea of wolves. But this is hard. I don't want to be fearful of the meadow or the pines.",fear
Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n#Loneliness #aloneinthecity #fear,fear
not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible,fear
"Kernel panic = sweating, sneezing, hiccuping, snot, tears, crying. Clearly my body has an issue with chilli.",fear
@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,fear
"#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n #UNGA  #UN",fear
I'm so over having anxiety,fear
@PridefulSamurai horrible things,fear
#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves,fear
Watching It Follows.  This is a super freaky movie.  #scary,fear
Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10  #killme,fear
@nytimes I'm trying to imagine the first response of a President Trump to an act of terror. The thought itself terrorizes me.,fear
"#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'",fear
My anxiety is playing around HELP!!!!!,fear
"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",fear
Mary Berry and her reign of terror,fear
"@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think it's completely okay to bully someone",fear
Angel got me nervous out here 😷,fear
@ryleycathryn @Mack_Shepp did you discover the alarming rate at which bees are dying and how important they are to our way of life?,fear
@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. ,fear
what to wear Friday \nspeaking in front of 100's.   #nervous,fear
@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. ,fear
"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --",fear
@tchop__StL @YouTube \nI get sick to my stomach everytime I see this video &amp; for the helicopter crew to make such comments is revolting.,fear
I feel horrible. I have accounting today but physically and mentally am not okay 😪,fear
I #cry out #fear to clear a #path\nBut my Voice seems 2 silent 2 chase a #rat\nAm just indoor #expecting to open door\na #weak wise #fool I am,fear
Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA,fear
@curlygirlmimi guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un,fear
@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough,fear
"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",fear
"@BBTooms This is perfect example of why what paul said about her, was right.  One of the most ignorant competitors ive seen. #bully #c$%t",fear
Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression,fear
Celtic sure know how to send a wild shiver down your spine,fear
@BaileyDemented @hsmitty3 ill kill u if u bully her 😤😤😤,fear
Was actually just watching AHS while half covering my eyes #scared #Roanoke  #AHSRoanoke,fear
Time for some despair #SDR3 #despair #fuckthisanime,fear
Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism,fear
A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. ,fear
@MrMalky @kwr66 How awful! Switched off!,fear
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ #fearful,fear
@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated,fear
@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror,fear
Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont #horror,fear
When City Hall has the fire alarm go off and it's been 15 minutes and the fire department still isn't here,fear
Look at me. Made it through the day without a meltdown. #anxiety,fear
still shaking though 🙃,fear
I dread math 😴,fear
@WaterboysAS I would never strategically vote for someone I don't agree with. A lot of the Clinton vote based on fear and negativity.,fear
"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety ",fear
#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.,fear
"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",fear
procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack,fear
Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism,fear
"What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids",fear
"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys #anxiety",fear
two major banking stocks down almost 15 to 20 % from their highs while benchmarks still close to top it is a sure #worry for markets,fear
0 excitement for this weekend just pure dread,fear
Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it ,fear
second episode of AHS 6 here i go #panic,fear
Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO,fear
@Patsy1207 @markheardusa @theinquisitr Do your fuc*ing job and report the news.Just another bully to go in the basket.Freedom or fear???,fear
😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,fear
@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid,fear
@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.,fear
I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair,fear
 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,fear
There is nothing like being in the shower when the power goes out 😳 #creepy ,fear
-normal people scare me*,fear
Scott Dann injured aka my worst nightmare,fear
Jimmy Carr makes me want to cry and cry *shiver* ,fear
Librarians scare me,fear
Saga: When all of your devices and teles fail just in time for bake off #panic #gbbo,fear
Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC #nightmare,fear
@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? ,fear
Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression,fear
When you arrive at the office the day before your first ever festival and the Internet is down #panic,fear
@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?,fear
"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern",fear
@YahooFantasy update may have been the worst mistake of my day #horrible,fear
"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit ",fear
Today has dragged on #restless,fear
"@JackAndAHat butter up the walls, nightmare",fear
Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont ,fear
I hate freaking out and ruining things. #anxiety,fear
i'm... nervous about this test rip,fear
"@tcarrels  \nSo when exactly did you lose your mind, pal? \n #Trump #fraud #misogynist #liar #psychopath #narcissist  #conartist",fear
Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy ,fear
I'm getting so nervous for my first anatomy exam 😩,fear
"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism",fear
Why is it so windy? So glad I didn't ride my bike. #fear #wind,fear
"bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy",fear
@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.,fear
"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and ",fear
@littlepieces Customer services got involved and eventually completely wash their hands of it. #awful #dreamornightmare,fear
I really wanna take advantage of UofW's gym but i'm shy af.,fear
#NawazSharif confesses that #Pakistan  supports #terror at #unga\n#BurhanWani,fear
World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?,fear
#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF.,fear
@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack,fear
US you need to band together not apart #nevertrump he promotes hatred and fuels #fear,fear
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do #dread,fear
#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria  #race #riots #GasCrisis2016 #NoDAPL #rape,fear
#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the #fear,fear
I think I may have a mild anxiety problem. I think that's what this feeling may be..,fear
@sandrosmom The horror!,fear
I forgot #BB18 was on tonight 😳 that is how much the real world has been distracting me #horrid 🙅🏼🙈🙊,fear
Editing a father of the bride speech. At 3 minutes in she tells him to wrap it up. He goes on for 12 more minutes. #nightmare,fear
we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues,fear
Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,fear
@RossKemp Omg that is just horrific. Something needs to be done. 😢,fear
@carlymarierozy @makeupsue it's sad but now we are making our own children vulnerable to the same terror.,fear
Your boy' is having a nightmare @VivaLaSergio,fear
"I'm not afraid to love, I'm afraid of not being loved back.",fear
"In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps",fear
"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends ",fear
These mets know how to give someone anxiety #mets #lgm #anxiety @mets,fear
@FoxNews also we are having riots and protests at alarming rate every time there's a person of color that is shot.,fear
a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish,fear
Don't understand reason for #Muslim countries citing #terrorism as reason for not taking #refugees. Aren't #terror attacks against infidels?,fear
That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥,fear
"@politico If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons?",fear
Job interview in the afternoon #nervous #ek,fear
He replied to my comments 4 times now i'm shaking omg,fear
If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. #fear,fear
Angelino's been horrific,fear
@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation 💔,fear
"Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett",fear
@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg ,fear
@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? #fear,fear
"@JennyPGR I worry about typos in any email to Simon, draft attached or not...",fear
@OutdoorLoverz is this a bridge if I have to drive on such I will stop breathing Yooo I can't I'm to afraid,fear
Hope I sleep - no nightmare of Bakewell tarts #yuk  #GBBO,fear
@datboyJuniorE lool soon as man start loosing weight.  Its panic,fear
I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,fear
Just want Saturday to be over but then again I want to do good #LSAT #nervous,fear
On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot #terror,fear
Overtime... #TeamNA #WCH2016 #nervous,fear
"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women.",fear
Gonna get some acupuncture today for all my damn anxiety 🙃🤕,fear
I am about to be a coward and I feel terrible. But I can't even face this 😭,fear
"#internationaldayofpeace Want peace,prepare for war. Destroy terror states like Pakistan",fear
Donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.,fear
@jjskeffington @foodbelfast I dread to think!,fear
